99,Original Soul Vegetarian,"203 E. 75th Street, Chicago 60619",41.7583100000,-87.6198000000,2,16757461,https://www.zomato.com/chicago/original-soul-vegetarian-greater-grand-crossing?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",0,1,
41,DMK Burger Bar,2954 N Sheffield Avenue 60657,41.9360500000,-87.6540361111,3,16752691,https://www.zomato.com/chicago/dmk-burger-bar-lakeview?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16752691_CHAIN_7e12f380b7a5168018e14f0a3b9a40c5.jpg,4.3,397,
46,The Burger Point,"1900 S State Street, Chicago 60616",41.8563040000,-87.6271620000,2,16754596,https://www.zomato.com/chicago/the-burger-point-south-loop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.4,41,
97,Vegetarian Express,3109 N. Halsted Street 60657,41.9382706000,-87.6490941000,2,16754235,https://www.zomato.com/chicago/vegetarian-express-lakeview?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.3,22,
101,Giordano's,"730 N Rush Street, Chicago 60611",41.8958277778,-87.6253361111,2,16734562,https://www.zomato.com/chicago/giordanos-river-north?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16734548_CHAIN_38eaafad0b7fd824baa890d1861ddb5b_c.jpg,4.3,714,
42,Epic Burger,517 S State Street 60605,41.8749611111,-87.6277305556,2,16739807,https://www.zomato.com/chicago/epic-burger-south-loop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16739807_CHAIN_539be57b0cdf7587a75ddf42c7448c08.jpg,4.1,252,
47,Edzo's Burger Shop,"1571 Sherman Avenue, Evanston 60201",42.0462888889,-87.6820305556,1,16752595,https://www.zomato.com/chicago/edzos-burger-shop-evanston?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16752595_RESTAURANT_ddcdd5daeb075c250501b4be597b14c3_c.JPG,4.4,266,
43,Burger Bar,1578 N Clybourn Avenue 60642,41.9105250000,-87.6487194444,2,16753296,https://www.zomato.com/chicago/burger-bar-lincoln-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.1,176,
48,Burger King,4 W. 63rd Street 60559,41.7740083333,-87.9749750000,1,16751165,https://www.zomato.com/chicago/burger-king-westmont?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16732680_CHAIN_5428be39363ef0ebf9c78972a6b84fff.jpg,2.9,10,
52,"Tsukasa Japanese Steak, Seafood, & Sushi","501 N Milwaukee Avenue, Vernon Hills 60061",42.2370000000,-87.9440000000,4,16750654,https://www.zomato.com/chicago/tsukasa-japanese-steak-seafood-sushi-vernon-hills?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.4,587,
57,Kohan Japanese Restaurant,"730 W. Maxwell Street, University Village, Chicago 60607",41.8647583333,-87.6463861111,2,16735549,https://www.zomato.com/chicago/kohan-japanese-restaurant-university-village?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16735549_RESTAURANT_550da7249a6583c2db6ef5c00620b8ec_c.jpg,3.6,74,
61,American Wildburger,1550 E. Oakton Street 60018,42.0243500000,-87.8854055556,2,16755334,https://www.zomato.com/chicago/american-wildburger-des-plaines?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/16755334_RESTAURANT_2534e7d58eb8e669ae149d054aa059ac.jpg,3.5,38,
65,American Ale House,2335 W. Howard Street 60645,42.0194694444,-87.6890805556,2,18091502,https://www.zomato.com/chicago/american-ale-house-west-ridge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",0,0,
44,Burger Antics,3740 Grand Boulevard 60513,41.8226609000,-87.8449800000,2,16757312,https://www.zomato.com/chicago/burger-antics-brookfield?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",3.0,10,
49,Burger Bar,"1150 S. Michigan Avenue, Chicago 60605",41.8678361111,-87.6238250000,2,17761774,https://www.zomato.com/chicago/burger-bar-south-loop?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,https://b.zmtcdn.com/data/res_imagery/17761774_RESTAURANT_f995269486ffe7959909a3c41996b579_c.jpg?output-format=webp,2.9,9,
54,Kiku Japanese Steakhouse,2764 Aurora Avenue 60540,41.7620472222,-88.1994944444,4,16751691,https://www.zomato.com/chicago/kiku-japanese-steakhouse-naperville?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"",4.5,462,
